公司,簡稱,年月,營收發布日,單月營收(千元)
4160,創源         ,202012,20210108,47044
4161,聿新科       ,202012,20210105,65971
4162,智擎         ,202012,20210107,690135
4163,鐿鈦         ,202012,20210107,144340
4167,松瑞藥       ,202012,20210106,201667
4168,醣聯         ,202012,20210108,49
4171,瑞基         ,202012,20210108,103668
4173,久裕         ,202012,20210108,70941
4174,浩鼎         ,202012,20210108,389
4175,杏一         ,202012,20210108,630760
4183,福永生技     ,202012,20210107,61955
4188,安克         ,202012,20210104,10418
4192,杏國         ,202012,20210107,637
4198,欣大健康     ,202012,20210108,14770
4205,中華食       ,202012,20210108,140708
4207,環泰         ,202012,20210107,321603
4303,信立         ,202012,20210108,25074
4304,勝昱         ,202012,20210111,38985
4305,世坤         ,202012,20210107,96744
4401,東隆興       ,202012,20210111,385616
4402,福大         ,202012,20210108,8644
4406,新昕纖       ,202012,20210107,41847
4413,飛寶企業     ,202012,20210111,31176
4416,三圓         ,202012,20210108,7767
4417,金洲         ,202012,20210108,276992
4419,元勝         ,202012,20210108,344
4420,光明         ,202012,20210108,89898
4429,聚紡         ,202012,20210107,50109
4430,耀億         ,202012,20210108,214852
4432,銘旺實       ,202012,20210111,122593
4433,興采         ,202012,20210108,183140
4502,健信         ,202012,20210108,158055
4503,金雨         ,202012,20210107,13278
4506,崇友         ,202012,20210107,355334
4510,高鋒         ,202012,20210111,164709
4513,福裕         ,202012,20210111,164223
4523,永彰         ,202012,20210108,61971
4527,方土霖       ,202012,20210108,319309
4528,江興鍛       ,202012,20210106,233402
4529,淳紳         ,202012,20210108,559
4530,宏易         ,202012,20210111,3655
4533,協易機       ,202012,20210108,245552
4534,慶騰         ,202012,20210108,124882
4535,至興         ,202012,20210108,250672
4538,大詠城       ,202012,20210107,31712
4541,晟田         ,202012,20210108,61396
4542,科嶠         ,202012,20210108,43481
4543,萬在         ,202012,20210108,56933
4549,桓達         ,202012,20210107,105020
4550,長佳         ,202012,20210108,156728
4554,橙的         ,202012,20210111,31670
4556,旭然         ,202012,20210111,42498
4561,健椿         ,202012,20210105,120857
4563,百德         ,202012,20210109,279426
4568,科際精密     ,202012,20210108,120213
4580,捷流閥業     ,202012,20210111,191748
4609,唐鋒         ,202012,20210108,39091
4702,中美實       ,202012,20210111,76058
4706,大恭         ,202012,20210108,133709
4707,磐亞         ,202012,20210108,178012
4711,永純         ,202012,20210108,86500
4712,南璋         ,202012,20210108,-2508
4714,永捷         ,202012,20210108,30881
4716,大立         ,202012,20210108,81026
4721,美琪瑪       ,202012,20210111,122262
4726,永昕         ,202012,20210108,48731
4728,雙美         ,202012,20210111,64299
4729,熒茂         ,202012,20210108,56912
4735,豪展         ,202012,20210105,337697
4736,泰博         ,202012,20210108,564927
4741,泓瀚         ,202012,20210108,69664
4743,合一         ,202012,20210105,2143
4744,皇將         ,202012,20210105,160835
4745,合富-KY      ,202012,20210108,557904
4747,強生         ,202012,20210108,38846
4754,國碳科       ,202012,20210108,32652
4760,勤凱         ,202012,20210106,124137
4767,誠泰科技     ,202012,20210108,102241
4804,大略-KY      ,202012,20210108,37013
4806,昇華         ,202012,20210108,43
4903,聯光通       ,202012,20210111,52093
4905,台聯電       ,202012,20210107,6886
4907,富宇         ,202012,20210108,968081
4908,前鼎         ,202012,20210108,47089
4909,新復興       ,202012,20210111,63932
4911,德英         ,202012,20210105,2686
4924,欣厚-KY      ,202012,20210111,87015
4931,新盛力       ,202012,20210108,122658
4933,友輝         ,202012,20210108,267578
4939,亞電         ,202012,20210107,182865
4944,兆遠         ,202012,20210108,43982
4945,陞達科技     ,202012,20210108,36797
4946,辣椒         ,202012,20210108,2805
4950,牧東         ,202012,20210108,13406
4953,緯軟         ,202012,20210108,458241
4966,譜瑞-KY      ,202012,20210106,1295915
4971,IET-KY       ,202012,20210108,76933
4972,湯石照明     ,202012,20210104,105533
4973,廣穎         ,202012,20210108,439645
4974,亞泰         ,202012,20210105,399744
4979,華星光       ,202012,20210108,95402
4987,科誠         ,202012,20210108,120928
4991,環宇-KY      ,202012,20210108,132828
4995,晶達         ,202012,20210107,93410
5009,榮剛         ,202012,20210111,586561
5011,久陽         ,202012,20210108,270619
5013,強新         ,202012,20210108,653416
5014,建錩         ,202012,20210108,1772837
5015,華祺         ,202012,20210106,235817
5016,松和         ,202012,20210111,242991
5102,富強         ,202012,20210108,56698
5201,凱衛         ,202012,20210108,28300
5202,力新         ,202012,20210108,33601
5205,中茂         ,202012,20210106,2790
5206,坤悅         ,202012,20210108,168093
5209,新鼎         ,202012,20210108,362614
5210,寶碩         ,202012,20210111,30760
5211,蒙恬         ,202012,20210108,11489
5212,凌網         ,202012,20210108,150627
5213,亞昕         ,202012,20210108,1819807
5220,萬達光電     ,202012,20210108,71741
5223,安力-KY      ,202012,20210107,227253
5227,立凱-KY      ,202012,20210108,13390
5230,雷笛克光學   ,202012,20210107,98040
5236,凌陽創新     ,202012,20210107,195976
5245,智晶         ,202012,20210108,120639
5251,天鉞電       ,202012,20210108,22642
5263,智崴         ,202012,20210108,83032
5272,笙科         ,202012,20210108,38207
5274,信驊         ,202012,20210105,280545
5276,達輝-KY      ,202012,20210106,84615
5278,尚凡         ,202012,20210111,121386
5281,大峽谷-KY    ,202012,20210109,96395
5287,數字         ,202012,20210111,135071
5289,宜鼎         ,202012,20210106,488806
5291,邑昇         ,202012,20210108,112278
5299,杰力         ,202012,20210106,190388
5301,寶得利       ,202012,20210108,18828
5302,太欣         ,202012,20210108,1242
5309,系統電       ,202012,20210107,131692
5310,天剛         ,202012,20210108,1121
5312,寶島科       ,202012,20210107,260902
5314,世紀         ,202012,20210108,1609
5315,光聯         ,202012,20210104,177786
5321,美而快       ,202012,20210108,203718
5324,士開         ,202012,20210108,43838
5328,華容         ,202012,20210108,85447
5340,建榮         ,202012,20210107,140969
5344,立衛         ,202012,20210106,28701
5345,天揚         ,202012,20210107,7461
5347,世界         ,202012,20210108,2999190
5348,系通         ,202012,20210107,8810
5351,鈺創         ,202012,20210108,300877
5353,台林         ,202012,20210108,89107
5355,佳總         ,202012,20210108,57457
5356,協益         ,202012,20210108,319524
5364,力麗店       ,202012,20210108,38327
5371,中光電       ,202012,20210111,3887005
5381,合正         ,202012,20210108,38189
5383,金利         ,202012,20210107,91529
5386,青雲         ,202012,20210108,343336
5392,能率         ,202012,20210108,1099991
5398,慕康生醫     ,202012,20210108,25427
5403,中菲         ,202012,20210108,638894
5410,國眾         ,202012,20210108,234588
5425,台半         ,202012,20210108,1089743
5426,振發         ,202012,20210108,132661
5432,新門         ,202012,20210106,5746
5438,東友         ,202012,20210108,167893
5439,高技         ,202012,20210111,234479
5443,均豪         ,202012,20210108,414318
5450,南良         ,202012,20210108,253951
5452,佶優         ,202012,20210106,540067
5455,昇益         ,202012,20210108,172
5457,宣德         ,202012,20210108,1449262
5460,同協         ,202012,20210106,51001
5464,霖宏         ,202012,20210107,129876
5465,富驊         ,202012,20210111,562887
5468,凱鈺         ,202012,20210108,17592
5474,聰泰         ,202012,20210108,257035
5475,德宏         ,202012,20210111,88357
5478,智冠         ,202012,20210108,593694
5481,新華         ,202012,20210108,8801
5483,中美晶       ,202012,20210108,5485832
5487,通泰         ,202012,20210108,24056
5488,松普         ,202012,20210108,98822
5489,彩富         ,202012,20210108,85075
5490,同亨         ,202012,20210107,318643
5493,三聯         ,202012,20210108,296151
5498,凱崴         ,202012,20210108,135577
5508,永信建       ,202012,20210106,640944
5511,德昌         ,202012,20210108,866203
5512,力麒         ,202012,20210108,874354
5514,三豐         ,202012,20210108,490
5516,雙喜         ,202012,20210108,299836
5520,力泰         ,202012,20210108,249092
5523,豐謙         ,202012,20210108,322764
5529,鉅陞         ,202012,20210108,3772
5530,龍巖         ,202012,20210108,298693
5536,聖暉         ,202012,20210108,1631594
5543,桓鼎-KY      ,202012,20210107,138051
5601,台聯櫃       ,202012,20210106,6065
5603,陸海         ,202012,20210108,161473
5604,中連         ,202012,20210108,11208
5609,中菲行       ,202012,20210106,2147789
5701,劍湖山       ,202012,20210108,39812
5703,亞都         ,202012,20210108,30230
5704,老爺知       ,202012,20210107,42252
5820,日盛金       ,202012,20210108,943485
5864,致和證       ,202012,20210104,116761
5878,台名         ,202012,20210108,76148
5902,德記         ,202012,20210108,145796
5903,全家         ,202012,20210108,7261910
5904,寶雅         ,202012,20210108,1629626
5905,南仁湖       ,202012,20210109,85827
6015,宏遠證       ,202012,20210107,249272
6016,康和證       ,202012,20210108,353960
6020,大展證       ,202012,20210105,103000
6021,美好證       ,202012,20210107,90142
6023,元大期       ,202012,20210108,322069
6026,福邦證       ,202012,20210108,180459
6101,寬魚國際     ,202012,20210107,7172
6103,合邦         ,202012,20210108,1911
6104,創惟         ,202012,20210108,200158
6109,亞元         ,202012,20210108,99840
6111,大宇資       ,202012,20210108,41596
6113,亞矽         ,202012,20210107,162579
6114,久威         ,202012,20210108,195216
6118,建達         ,202012,20210108,824791
6121,新普         ,202012,20210105,9756362
6122,擎邦         ,202012,20210111,104258
6123,上奇         ,202012,20210107,485950
6124,業強         ,202012,20210106,252113
6125,廣運         ,202012,20210107,619129
6126,信音         ,202012,20210106,351337
6127,九豪         ,202012,20210108,81042
6129,普誠         ,202012,20210108,118546
6130,星寶國際     ,202012,20210108,13771
6134,萬旭         ,202012,20210107,175775
6138,茂達         ,202012,20210106,469536
6140,訊達         ,202012,20210108,281359
6143,振曜         ,202012,20210108,565252
6144,得利影       ,202012,20210111,20932
6146,耕興         ,202012,20210107,315830
6147,頎邦         ,202012,20210108,2128146
6148,驊宏資       ,202012,20210111,47494
6150,撼訊         ,202012,20210108,514093
6151,晉倫         ,202012,20210108,196264
6154,順發         ,202012,20210108,323805
6156,松上         ,202012,20210108,374206
6158,禾昌         ,202012,20210106,189561
6160,欣技         ,202012,20210111,109049
6161,捷波         ,202012,20210107,120454
6163,華電網       ,202012,20210111,995746
6167,久正         ,202012,20210108,129562
6169,昱泉         ,202012,20210111,3040
6170,統振         ,202012,20210108,229108
6171,大城地產     ,202012,20210111,583120
6173,信昌電       ,202012,20210106,440066
6174,安碁         ,202012,20210108,46125
6175,立敦         ,202012,20210107,332989
6179,亞通         ,202012,20210108,417471
6180,橘子         ,202012,20210108,800748
6182,合晶         ,202012,20210108,648891
6185,幃翔         ,202012,20210108,40529
6186,新潤         ,202012,20210108,1335701
6187,萬潤         ,202012,20210106,115154
6188,廣明         ,202012,20210107,853239
6190,萬泰科       ,202012,20210107,463370
6194,育富         ,202012,20210105,132855
6195,詩肯         ,202012,20210108,254671
6198,凌泰         ,202012,20210107,2715
6199,天品         ,202012,20210108,5805
6203,海韻電       ,202012,20210108,482869
6204,艾華         ,202012,20210108,43614
6207,雷科         ,202012,20210107,127568
6208,日揚         ,202012,20210108,241077
6210,慶生         ,202012,20210108,61205
6212,理銘         ,202012,20210111,2417733
6217,中探針       ,202012,20210105,231665
6218,豪勉         ,202012,20210108,121701
6219,富旺         ,202012,20210108,1036855
6220,岳豐         ,202012,20210111,918479
6221,晉泰         ,202012,20210108,413999
6222,上揚         ,202012,20210108,60244
6223,旺矽         ,202012,20210108,578875
6227,茂綸         ,202012,20210111,1067101
6228,全譜         ,202012,20210107,28912
6229,研通         ,202012,20210108,165809
6231,系微         ,202012,20210108,92403
6233,旺玖         ,202012,20210107,30632
6234,高僑         ,202012,20210108,54987
6236,康呈         ,202012,20210108,1755
6237,驊訊         ,202012,20210107,83704
6240,松崗         ,202012,20210108,1163
6241,易通展       ,202012,20210108,16642
6242,立康         ,202012,20210108,46255
6244,茂迪         ,202012,20210107,329577
6245,立端         ,202012,20210108,789089
6246,臺龍         ,202012,20210108,158093
6247,淇譽電       ,202012,20210108,85131
6248,沛波         ,202012,20210108,295985
6259,百徽         ,202012,20210108,21125
6261,久元         ,202012,20210108,338749
6263,普萊德       ,202012,20210108,129531
6264,富裔         ,202012,20210111,31868
6265,方土昶       ,202012,20210108,129009
6266,泰詠         ,202012,20210109,194056
6270,倍微         ,202012,20210108,320884
6274,台燿         ,202012,20210105,1407398
6275,元山         ,202012,20210111,286185
6276,安鈦克       ,202012,20210111,214496
6279,胡連         ,202012,20210108,472614
6284,佳邦         ,202012,20210106,517507
6287,元隆         ,202012,20210108,107109
6290,良維         ,202012,20210108,601042
6291,沛亨         ,202012,20210111,12608
6292,迅德         ,202012,20210108,98499
6294,智基         ,202012,20210107,78318
6404,通訊-KY      ,202012,20210111,13687
6411,晶焱         ,202012,20210111,306631
6417,韋僑         ,202012,20210107,80910
6418,詠昇         ,202012,20210111,60463
6419,京晨科       ,202012,20210111,17574
6425,易發         ,202012,20210108,111398
6432,今展科       ,202012,20210107,105391
6435,大中         ,202012,20210106,210611
6441,廣錠         ,202012,20210108,105148
6446,藥華藥       ,202012,20210105,38472
6457,紘康         ,202012,20210108,123397
6461,益得         ,202012,20210108,3493
6462,神盾         ,202012,20210108,202538
6465,威潤         ,202012,20210106,12911
6469,大樹         ,202012,20210108,810476
6470,宇智         ,202012,20210108,148287
6472,保瑞         ,202012,20210111,356676
6482,弘煜科       ,202012,20210111,4951
6485,點序         ,202012,20210108,110457
6486,互動         ,202012,20210105,266867
6488,環球晶       ,202012,20210108,4926806
6492,生華科       ,202012,20210108,50
6494,九齊         ,202012,20210105,160437
6496,科懋         ,202012,20210108,121777
6499,益安         ,202012,20210108,112887
6506,雙邦         ,202012,20210107,139704
6508,惠光         ,202012,20210108,109846
6509,聚和         ,202012,20210108,281290
6510,精測         ,202012,20210103,333940
6512,啟發電       ,202012,20210108,25605
6514,芮特-KY      ,202012,20210108,74768
6516,勤崴國際     ,202012,20210107,44453
6523,達爾膚       ,202012,20210111,62154
6527,明達醫       ,202012,20210108,57088
6530,創威         ,202012,20210108,20597
6532,瑞耘         ,202012,20210105,46893
6535,順藥         ,202012,20210108,13523
6538,倉和         ,202012,20210108,131536
6542,隆中         ,202012,20210111,61994
6547,高端疫苗     ,202012,20210108,3353
6548,長科*        ,202012,20210107,953800
6556,勝品         ,202012,20210105,136234
6560,欣普羅       ,202012,20210108,105299
6561,是方         ,202012,20210105,221729
6568,宏觀         ,202012,20210107,106711
6569,醫揚         ,202012,20210108,164866
6570,維田         ,202012,20210108,58003
6574,霈方         ,202012,20210108,70294
6576,逸達         ,202012,20210107,194801
6577,勁豐         ,202012,20210107,167266
6578,達邦蛋白     ,202012,20210108,60268
6588,東典光電     ,202012,20210108,28391
6589,台康生技     ,202012,20210110,73015
6590,普鴻         ,202012,20210107,41758
6593,台灣銘板     ,202012,20210108,57551
6594,展匯科       ,202012,20210105,42149
6596,寬宏藝術     ,202012,20210111,323756
6603,富強鑫       ,202012,20210107,357324
6609,瀧澤科       ,202012,20210108,218520
6612,奈米醫材     ,202012,20210108,19073
6613,朋億         ,202012,20210108,419878
6615,慧智         ,202012,20210108,42850
6616,特昇-KY      ,202012,20210116,128329
6624,萬年清       ,202012,20210108,38914
6629,泰金-KY      ,202012,20210105,109200
6640,均華         ,202012,20210108,90931
6642,富致         ,202012,20210107,43636
6643,M31          ,202012,20210107,126508
6649,台生材       ,202012,20210107,5895
6651,全宇昕       ,202012,20210108,121274
6654,天正國際     ,202012,20210108,51083
6661,威健生技     ,202012,20210108,36066
6662,樂斯科       ,202012,20210108,31291
6664,群翊         ,202012,20210108,153449
6667,信紘科       ,202012,20210111,116624
6679,鈺太         ,202012,20210105,191887
6680,鑫創電子     ,202012,20210106,46497
6683,雍智科技     ,202012,20210105,100449
6684,安格         ,202012,20210106,43600
6690,安碁資訊     ,202012,20210106,126413
6693,廣閎科       ,202012,20210108,81069
6697,東捷資訊     ,202012,20210111,215825
6703,軒郁         ,202012,20210108,89354
6712,長聖         ,202012,20210107,12859
6716,應廣         ,202012,20210107,61689
6727,亞泰金屬     ,202012,20210107,99093
6728,上洋         ,202012,20210111,135268
6732,昇佳電子     ,202012,20210106,481913
6733,博晟生醫     ,202012,20210108,151
6741,91APP*-KY    ,202012,        ,94199
6747,亨泰光       ,202012,20210108,42682
6751,智聯服務     ,202012,20210107,119559
6752,叡揚         ,202012,20210108,127728
6761,穩得         ,202012,20210108,130390
6762,達亞         ,202012,20210106,41130
6767,台微醫       ,202012,20210108,11825
6788,華景電       ,202012,20210111,62530
6803,崑鼎         ,202012,20210108,489831
7402,邑錡         ,202012,20210105,38651
7556,意德士       ,202012,20210108,44167
8024,佑華         ,202012,20210108,40972
8027,鈦昇         ,202012,20210105,264329
8032,光菱         ,202012,20210111,277318
8034,榮群         ,202012,20210108,57927
8038,長園科       ,202012,20210108,6349
8040,九暘         ,202012,20210107,61435
8042,金山電       ,202012,20210106,388642
8043,蜜望實       ,202012,20210108,497687
8044,網家         ,202012,20210110,4171301
8047,星雲         ,202012,20210111,71506
8048,德勝         ,202012,20210108,76010
8049,晶采         ,202012,20210108,150088
8050,廣積         ,202012,20210108,411912
8054,安國         ,202012,20210105,110495
8059,凱碩         ,202012,20210108,121377
8064,東捷         ,202012,20210108,441490
8066,來思達       ,202012,20210111,585237
8067,志旭         ,202012,20210108,29718
8068,全達         ,202012,20210108,222258
8069,元太         ,202012,20210107,1278428
8071,能率網通     ,202012,20210107,396040
8074,鉅橡         ,202012,20210108,118286
8076,伍豐         ,202012,20210108,213913
8077,洛碁         ,202012,20210108,42950
8080,永利聯合     ,202012,20210108,23667
8083,瑞穎         ,202012,20210105,179537
8084,巨虹         ,202012,20210108,112851
8085,福華         ,202012,20210108,80976
8086,宏捷科       ,202012,20210105,347052
8087,華鎂鑫       ,202012,20210107,5624
8088,品安         ,202012,20210108,197813
8089,康全電訊     ,202012,20210108,177655
8091,翔名         ,202012,20210108,118118
8092,建暐         ,202012,20210108,35243
8093,保銳         ,202012,20210108,58475
8096,擎亞         ,202012,20210111,2193359
8097,常珵         ,202012,20210108,11117
8099,大世科       ,202012,20210107,354005
8107,大億金茂     ,202012,20210111,115058
8109,博大         ,202012,20210105,107466
8111,立碁         ,202012,20210106,90899
8121,越峰         ,202012,20210108,210972
8147,正淩         ,202012,20210108,73616
8155,博智         ,202012,20210108,209567
8171,天宇         ,202012,20210108,11684
8176,智捷         ,202012,20210108,27623
8182,加高         ,202012,20210108,283055
8183,精星         ,202012,20210106,389558
8234,新漢         ,202012,20210107,675203
8240,華宏         ,202012,20210107,910095
8255,朋程         ,202012,20210108,327037
8277,商丞         ,202012,20210108,73824
8279,生展         ,202012,20210108,117746
8284,三竹         ,202012,20210111,186122
8289,泰藝         ,202012,20210108,161904
8291,尚茂         ,202012,20210108,26908
8299,群聯         ,202012,20210108,4174832
8342,益張         ,202012,20210107,167211
8349,恒耀         ,202012,20210108,895228
8354,冠好         ,202012,20210108,63750
8358,金居         ,202012,20210106,543164
8383,千附         ,202012,20210108,220038
8390,金益鼎       ,202012,20210108,368467
8401,白紗科       ,202012,20210107,139052
8403,盛弘         ,202012,20210108,358640
8406,金可-KY      ,202012,20210108,701198
8409,商之器       ,202012,20210107,40658
8410,森田         ,202012,20210108,132388
8415,大國鋼       ,202012,20210108,1162038
8416,實威         ,202012,20210106,224094
8418,捷必勝-KY    ,202012,20210111,108763
8420,明揚         ,202012,20210107,188870
8421,旭源         ,202012,20210108,111765
8423,保綠-KY      ,202012,20210108,32027
8424,惠普         ,202012,20210108,77188
8426,紅木-KY      ,202012,20210109,58934
8431,匯鑽科       ,202012,20210108,131986
8432,東生華       ,202012,20210106,48332
8433,弘帆         ,202012,20210108,222595
8435,鉅邁         ,202012,20210108,66396
8436,大江         ,202012,20210104,737131
8437,大地-KY      ,202012,20210108,42350
8440,綠電         ,202012,20210106,73665
8444,綠河-KY      ,202012,20210111,388774
8446,華研         ,202012,20210108,101312
8450,霹靂         ,202012,20210111,37737
8455,大拓-KY      ,202012,20210108,106770
8472,夠麻吉       ,202012,20210111,36710
8476,台境         ,202012,20210111,50890
8477,創業家       ,202012,20210108,397403
8489,三貝德       ,202012,20210111,131612
8905,裕國         ,202012,20210108,253939
8906,花王         ,202012,20210108,21823
8908,欣雄         ,202012,20210108,543321
8916,光隆         ,202012,20210108,466121
8917,欣泰         ,202012,20210111,198219
8921,沈氏         ,202012,20210108,56534
8923,時報         ,202012,20210111,38117
8924,大田         ,202012,20210107,475397
8927,北基         ,202012,20210108,395529
8928,鉅明         ,202012,20210107,385168
8929,富堡         ,202012,20210108,95365
8930,青鋼         ,202012,20210108,95644
8931,大汽電       ,202012,20210107,163047
8932,宏大         ,202012,20210108,39885
8933,愛地雅       ,202012,20210108,424192
8935,邦泰         ,202012,20210108,114608
8936,國統         ,202012,20210109,633089
8937,合騏         ,202012,20210107,12781
8938,明安         ,202012,20210107,1475697
8941,關中         ,202012,20210108,314933
8942,森鉅         ,202012,20210106,357333
9949,琉園         ,202012,20210108,17318
9950,萬國通       ,202012,20210111,108436
9951,皇田         ,202012,20210107,544583
9960,邁達康       ,202012,20210111,50301
9962,有益         ,202012,20210108,168903
116,日盛證券     ,202012,20210108,613125
930,華南永昌證券 ,202012,20210107,529378
960,富邦證券     ,202012,20210108,1150839
0009A0 ,永豐金證券   ,202012,20210108,1225778
2928,紅馬-KY      ,202012,20210111,1238098
3144,新揚科       ,202012,20210105,289577
4152,台微體       ,202012,20210108,5645
4803,VHQ-KY       ,202012,20210111,95377
5850,日盛銀行     ,202012,20210108,349642
6008,凱基證       ,202012,20210108,2847270
1752,南光         ,202101,20210209,143279
2211,長榮鋼       ,202101,20210209,920804
2753,八方雲集     ,202101,20210210,493617
2945,三商家購     ,202101,20210209,1073307
3092,鴻碩         ,202101,20210209,256810
3592,瑞鼎         ,202101,20210205,1776220
4440,宜新實業     ,202101,20210205,131153
4770,上品         ,202101,20210209,244251
5222,全訊         ,202101,20210205,69154
5244,弘凱         ,202101,20210204,112765
5306,桂盟         ,202101,20210209,642088
6426,統新         ,202101,20210209,46750
6691,洋基工程     ,202101,20210217,521777
6719,力智         ,202101,20210205,440100
6770,力積電       ,202101,20210209,4189994
6776,展碁國際     ,202101,20210204,1431569
6790,永豐實       ,202101,20210209,995646
6792,詠業         ,202101,20210205,132155
6806,森崴能源     ,202101,20210208,72496
1240,茂生農經     ,202101,20210210,219268
1258,其祥-KY      ,202101,20210215,205180
1259,安心         ,202101,20210209,428998
1264,德麥         ,202101,20210208,505872
1268,漢來美食     ,202101,20210209,336151
1336,台翰         ,202101,20210204,175544
1565,精華         ,202101,20210205,425448
1569,濱川         ,202101,20210208,478366
1570,力肯         ,202101,20210209,57884
1580,新麥         ,202101,20210208,317656
1584,精剛         ,202101,20210208,67527
1586,和勤         ,202101,20210202,253364
1591,駿吉-KY      ,202101,20210209,65664
1593,祺驊         ,202101,20210208,108688
1595,川寶         ,202101,20210208,152460
1599,宏佳騰       ,202101,20210209,265211
1742,台蠟         ,202101,20210217,17238
1777,生泰         ,202101,20210205,74656
1781,合世         ,202101,20210209,64276
1784,訊聯         ,202101,20210209,78411
1785,光洋科       ,202101,20210209,2813654
1788,杏昌         ,202101,20210208,291459
1796,金穎生技     ,202101,20210205,40789
1799,易威         ,202101,20210209,14852
1813,寶利徠       ,202101,20210209,50907
1815,富喬         ,202101,20210209,423608
2035,唐榮         ,202101,20210208,1064279
2061,風青         ,202101,20210203,86052
2063,世鎧         ,202101,20210204,106440
2064,晉椿         ,202101,20210208,195414
2065,世豐         ,202101,20210204,234306
2066,世德         ,202101,20210217,203397
2067,嘉鋼         ,202101,20210209,88581
2070,精湛         ,202101,20210205,44805
2221,大甲         ,202101,20210209,102727
2230,泰茂         ,202101,20210209,54499
2235,謚源         ,202101,20210208,60071
2596,綠意         ,202101,20210209,2294
2640,大車隊       ,202101,20210208,178751
2641,正德         ,202101,20210208,66089
2643,捷迅         ,202101,20210209,415397
2718,晶悅         ,202101,20210208,20
2719,燦星旅       ,202101,20210209,4616
2724,富驛-KY      ,202101,20210209,8428
2726,雅茗-KY      ,202101,20210208,192957
2729,瓦城         ,202101,20210217,370586
2732,六角         ,202101,20210208,415009
2734,易飛網       ,202101,20210217,20113
2736,富野         ,202101,20210210,50538
2740,天蔥         ,202101,20210209,10349
2743,山富         ,202101,20210209,21103
2745,五福         ,202101,20210209,10321
2752,豆府         ,202101,20210209,172833
2754,亞洲藏壽司   ,202101,20210209,261600
2755,揚秦         ,202101,20210209,134939
2756,聯發國際     ,202101,20210209,44510
2916,滿心         ,202101,20210208,156325
2924,東凌-KY      ,202101,20210209,23983
2926,誠品生活     ,202101,20210217,388601
2937,集雅社       ,202101,20210216,301207
2947,振宇五金     ,202101,20210208,159698
3064,泰偉         ,202101,20210209,29807
3066,李洲         ,202101,20210205,35906
3067,全域         ,202101,20210209,837
3071,協禧         ,202101,20210209,189167
3073,天方能源     ,202101,20210208,3734
3078,僑威         ,202101,20210205,1006580
3081,聯亞         ,202101,20210203,182492
3083,網龍         ,202101,20210209,25201
3085,新零售       ,202101,20210209,2678
3086,華義         ,202101,20210209,22096
3088,艾訊         ,202101,20210208,269881
3089,億杰         ,202101,20210203,15414
3093,港建         ,202101,20210208,131282
3095,及成         ,202101,20210208,37963
3105,穩懋         ,202101,20210203,2105251
3114,好德         ,202101,20210208,313194
3115,寶島極       ,202101,20210209,20593
3118,進階         ,202101,20210208,61194
3122,笙泉         ,202101,20210209,50405
3128,昇銳         ,202101,20210209,76933
3131,弘塑         ,202101,20210209,235903
3141,晶宏         ,202101,20210203,159469
3147,大綜         ,202101,20210209,258427
3152,璟德         ,202101,20210205,250004
3162,精確         ,202101,20210209,120537
3163,波若威       ,202101,20210208,179308
3169,亞信         ,202101,20210205,78181
3171,新洲         ,202101,20210209,157215
3176,基亞         ,202101,20210205,58496
3178,公準         ,202101,20210208,100355
3188,鑫龍騰       ,202101,20210208,176361
3191,和進         ,202101,20210205,26104
3202,樺晟         ,202101,20210209,418556
3205,佰研         ,202101,20210217,50995
3206,志豐         ,202101,20210208,381928
3207,耀勝         ,202101,20210209,75659
3211,順達         ,202101,20210204,1705754
3213,茂訊         ,202101,20210203,177164
3217,優群         ,202101,20210209,270181
3218,大學光       ,202101,20210209,202896
3219,倚強科       ,202101,20210203,5614
3221,台嘉碩       ,202101,20210208,222125
3224,三顧         ,202101,20210205,144485
3226,至寶電       ,202101,20210208,207775
3227,原相         ,202101,20210204,756014
3228,金麗科       ,202101,20210201,59123
3230,錦明         ,202101,20210208,125663
3232,昱捷         ,202101,20210208,52788
3234,光環         ,202101,20210208,120392
3236,千如         ,202101,20210208,200198
3252,海灣         ,202101,20210209,34617
3259,鑫創         ,202101,20210208,67809
3260,威剛         ,202101,20210203,2931065
3264,欣銓         ,202101,20210205,919410
3265,台星科       ,202101,20210203,236282
3268,海德威       ,202101,20210208,110855
3272,東碩         ,202101,20210208,419495
3276,宇環         ,202101,20210210,111637
3284,太普高       ,202101,20210208,49221
3285,微端         ,202101,20210208,49995
3287,廣寰科       ,202101,20210208,82408
3288,點晶         ,202101,20210217,4525
3289,宜特         ,202101,20210209,256764
3290,東浦         ,202101,20210209,123232
3293,鈊象         ,202101,20210204,841495
3294,英濟         ,202101,20210208,483972
3297,杭特         ,202101,20210205,19129
3303,岱稜         ,202101,20210209,189246
3306,鼎天         ,202101,20210209,106057
3310,佳穎         ,202101,20210209,111391
3313,斐成         ,202101,20210210,834
3317,尼克森       ,202101,20210205,294926
3322,建舜電       ,202101,20210209,349812
3323,加百裕       ,202101,20210205,1111509
3324,雙鴻         ,202101,20210204,1341057
3325,旭品         ,202101,20210209,160932
3332,幸康         ,202101,20210208,94175
3339,泰谷         ,202101,20210208,66203
3354,律勝         ,202101,20210209,22178
3357,臺慶科       ,202101,20210205,480535
3360,尚立         ,202101,20210208,1036311
3362,先進光       ,202101,20210209,345334
3363,上詮         ,202101,20210208,153286
3372,典範         ,202101,20210208,138217
3373,熱映         ,202101,20210209,173423
3374,精材         ,202101,20210205,830469
